"ChineseDramaName"	"KoreaDramaName"	"TV"	"EP"	"Date"	"Rate"	"Weekday"
"愛你的時間"	"너를 사랑한 시간"	"SBS"	2	2015-06-28	6.1	"週日"
"愛你的時間"	"너를 사랑한 시간"	"SBS"	3	2015-07-04	6.2	"週六"
"愛你的時間"	"너를 사랑한 시간"	"SBS"	4	2015-07-05	5.8	"週日"
"愛你的時間"	"너를 사랑한 시간"	"SBS"	5	2015-07-11	7.3	"週六"
"愛你的時間"	"너를 사랑한 시간"	"SBS"	6	2015-07-12	5.8	"週日"
"愛你的時間"	"너를 사랑한 시간"	"SBS"	7	2015-07-18	6.8	"週六"
"愛你的時間"	"너를 사랑한 시간"	"SBS"	8	2015-07-19	6.1	"週日"
"愛你的時間"	"너를 사랑한 시간"	"SBS"	9	2015-07-25	6.2	"週六"
"愛你的時間"	"너를 사랑한 시간"	"SBS"	10	2015-07-26	5.3	"週日"
"愛你的時間"	"너를 사랑한 시간"	"SBS"	11	2015-08-01	5.9	"週六"
"愛你的時間"	"너를 사랑한 시간"	"SBS"	12	2015-08-02	5	"週日"
"愛你的時間"	"너를 사랑한 시간"	"SBS"	13	2015-08-08	5.6	"週六"
"愛你的時間"	"너를 사랑한 시간"	"SBS"	14	2015-08-09	5.6	"週日"
"愛你的時間"	"너를 사랑한 시간"	"SBS"	15	2015-08-15	5	"週六"
"愛你的時間"	"너를 사랑한 시간"	"SBS"	16	2015-08-16	5.6	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	1	2015-03-14	18.1	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	2	2015-03-15	17.1	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	3	2015-03-21	19	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	4	2015-03-22	16.2	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	5	2015-03-28	15.5	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	6	2015-03-29	14.6	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	7	2015-04-04	13.9	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	8	2015-04-05	12.9	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	9	2015-04-11	14.8	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	10	2015-04-12	12.5	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	11	2015-04-18	12.1	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	12	2015-04-19	12.3	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	13	2015-04-25	12.6	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	14	2015-04-26	12.2	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	15	2015-05-02	14	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	16	2015-05-03	12.7	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	17	2015-05-09	13.8	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	18	2015-05-10	13.1	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	19	2015-05-16	10.8	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	20	2015-05-17	14.5	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	21	2015-05-23	11.9	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	22	2015-05-24	13.6	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	23	2015-05-30	12.7	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	24	2015-05-31	14.7	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	25	2015-06-06	12.8	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	26	2015-06-07	15	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	27	2015-06-13	13.3	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	28	2015-06-14	14.9	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	29	2015-06-20	12.7	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	30	2015-06-21	15.3	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	31	2015-06-27	14.4	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	32	2015-06-28	15.2	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	33	2015-07-04	13.9	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	34	2015-07-05	14.4	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	35	2015-07-11	14.9	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	36	2015-07-12	14.3	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	37	2015-07-18	14.9	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	38	2015-07-19	14.9	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	39	2015-07-25	16.2	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	40	2015-07-26	15.6	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	41	2015-08-01	15.3	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	42	2015-08-02	15.2	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	43	2015-08-08	16.3	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	44	2015-08-09	16.5	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	45	2015-08-15	15	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	46	2015-08-16	18.4	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	47	2015-08-22	16.9	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	48	2015-08-23	18.4	"週日"
"女王之花"	"여왕의 꽃"	"MBC"	49	2015-08-29	18.7	"週六"
"女王之花"	"여왕의 꽃"	"MBC"	50	2015-08-30	20.4	"週日"
"懲毖錄"	"징비록"	"KBS1"	1	2015-02-14	8.2	"週六"
"懲毖錄"	"징비록"	"KBS1"	2	2015-02-15	6.9	"週日"
"懲毖錄"	"징비록"	"KBS1"	3	2015-02-21	7.1	"週六"
"懲毖錄"	"징비록"	"KBS1"	4	2015-02-22	7.6	"週日"
"懲毖錄"	"징비록"	"KBS1"	5	2015-02-28	8.1	"週六"
"懲毖錄"	"징비록"	"KBS1"	6	2015-03-01	7.9	"週日"
"懲毖錄"	"징비록"	"KBS1"	7	2015-03-07	7.4	"週六"
"懲毖錄"	"징비록"	"KBS1"	8	2015-03-08	6.9	"週日"
"懲毖錄"	"징비록"	"KBS1"	9	2015-03-14	8.7	"週六"
"懲毖錄"	"징비록"	"KBS1"	10	2015-03-15	7	"週日"
"懲毖錄"	"징비록"	"KBS1"	11	2015-03-21	7.6	"週六"
"懲毖錄"	"징비록"	"KBS1"	12	2015-03-22	8.3	"週日"
"懲毖錄"	"징비록"	"KBS1"	13	2015-03-28	10	"週六"
"懲毖錄"	"징비록"	"KBS1"	14	2015-03-29	9.1	"週日"
"懲毖錄"	"징비록"	"KBS1"	15	2015-04-04	9.4	"週六"
"懲毖錄"	"징비록"	"KBS1"	16	2015-04-05	8.7	"週日"
"懲毖錄"	"징비록"	"KBS1"	17	2015-04-11	9.4	"週六"
"懲毖錄"	"징비록"	"KBS1"	18	2015-04-12	9.5	"週日"
"懲毖錄"	"징비록"	"KBS1"	19	2015-04-18	10	"週六"
"懲毖錄"	"징비록"	"KBS1"	20	2015-04-19	10.4	"週日"
"懲毖錄"	"징비록"	"KBS1"	21	2015-04-25	9.4	"週六"
"懲毖錄"	"징비록"	"KBS1"	22	2015-04-26	10.4	"週日"
"懲毖錄"	"징비록"	"KBS1"	23	2015-05-02	11.1	"週六"
"懲毖錄"	"징비록"	"KBS1"	24	2015-05-03	10.1	"週日"
"懲毖錄"	"징비록"	"KBS1"	25	2015-05-09	10.8	"週六"
"懲毖錄"	"징비록"	"KBS1"	26	2015-05-10	10.7	"週日"
"懲毖錄"	"징비록"	"KBS1"	27	2015-05-16	9.1	"週六"
"懲毖錄"	"징비록"	"KBS1"	28	2015-05-17	9.3	"週日"
"懲毖錄"	"징비록"	"KBS1"	29	2015-05-23	9.4	"週六"
"懲毖錄"	"징비록"	"KBS1"	30	2015-05-24	10.1	"週日"
"懲毖錄"	"징비록"	"KBS1"	31	2015-05-30	9.2	"週六"
"懲毖錄"	"징비록"	"KBS1"	32	2015-05-31	9.6	"週日"
"懲毖錄"	"징비록"	"KBS1"	33	2015-06-06	9.3	"週六"
"懲毖錄"	"징비록"	"KBS1"	34	2015-06-07	9.8	"週日"
"懲毖錄"	"징비록"	"KBS1"	35	2015-06-13	9.9	"週六"
"懲毖錄"	"징비록"	"KBS1"	36	2015-06-14	9.5	"週日"
"懲毖錄"	"징비록"	"KBS1"	37	2015-06-20	7.2	"週六"
"懲毖錄"	"징비록"	"KBS1"	38	2015-06-21	10.2	"週日"
"懲毖錄"	"징비록"	"KBS1"	39	2015-06-27	9.3	"週六"
"懲毖錄"	"징비록"	"KBS1"	40	2015-06-28	8.7	"週日"
"懲毖錄"	"징비록"	"KBS1"	41	2015-07-04	9.1	"週六"
"懲毖錄"	"징비록"	"KBS1"	42	2015-07-05	9.8	"週日"
"懲毖錄"	"징비록"	"KBS1"	43	2015-07-11	9.4	"週六"
"懲毖錄"	"징비록"	"KBS1"	44	2015-07-12	9	"週日"
